"DATO","NUMMER","TYPE","SPRAK","REGDATO","MODDATO","TITTEL","KORT","OVERSETTER","KODER","BIBSYS","URL","NOTE","INOTE","UTGAVE"
"2001-09-10 00:00:00.0","1102","FORSKRIFT","ENG","2002-04-30 00:00:00.0","2002-04-30 10:14:58.0","Regulations relating to a prohibition on the use of timber impregnated with CCA preservatives","NULL","Ministry of the Environment","NULL","NULL","http://odin.dep.no/md/engelsk/regelverk/lover/022051-200008/index-dok000-b-n-a.html","NULL","NULL","NULL"
"1998-07-17 00:00:00.0","56","LOV","NULL","1999-04-06 00:00:00.0","2005-07-05 11:34:55.0","Lov om årsregnskap m.v.","Regnskapsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1989-06-16 00:00:00.0","69","LOV","NULL","1998-05-05 00:00:00.0","2002-05-29 11:19:31.0","Lov om forsikringsavtaler","Forsikringsavtaleloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1992-11-27 00:00:00.0","111","LOV","NULL","2002-05-29 11:28:30.0","2002-05-29 11:28:30.0","Lov on lovvalg i forsikring","Forsikringslovvalgsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-04-14 00:00:00.0","31","LOV","NULL","2001-01-04 00:00:00.0","2002-07-29 10:28:36.0","Lov om behandling av personopplysninger","personopplysningsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2008-06-20 00:00:00.0","44","LOV","NULL","2009-07-06 14:31:29.0","2009-07-06 14:31:29.0","Lov om medisinsk og helsefaglig forskning","Helseforskningsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2008-06-20 00:00:00.0","44","LOV","ENG","2009-07-06 14:32:45.0","2009-07-06 14:32:45.0","Act on medical and health research","Health Research Act","NULL","NULL","NULL","lov-20080620-044-eng.pdf","NULL","NULL","NULL"
"2009-01-09 00:00:00.0","2","LOV","NULL","2009-08-20 10:40:26.0","2009-08-20 10:40:26.0","Lov om kontroll med markedsføring og avtalevilkår mv.","Markedsføringsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-12-21 00:00:00.0","118","LOV","NULL","2003-05-30 09:23:26.0","2003-05-30 09:23:26.0","Lov om havbeite","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1985-06-14 00:00:00.0","68","LOV","NULL","2003-05-30 09:30:29.0","2003-05-30 09:30:29.0","Lov om oppdrett av fisk, skalldyhr m.v.","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2009-03-13 00:00:00.0","303","FORSKRIFT","NULL","2009-09-03 13:39:55.0","2009-09-03 13:39:55.0","Forskrift om kontrollutvalget for tiltak mot hvitvasking","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-02-16 00:00:00.0","158","FORSKRIFT","NULL","2003-05-30 10:13:05.0","2003-05-30 10:13:05.0","Forskrift om kontroll med eiermessige endringer i selskap mv. som innehar tillatelse til oppdrett av matfisk av laks og ørret i sjø","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1998-12-18 00:00:00.0","1409","FORSKRIFT","NULL","2003-05-30 10:23:35.0","2003-05-30 10:23:35.0","Forskrift om etablering, drift og sykdomsforebyggende tiltak ved oppdrettsanlegg","Drifts- og sykdomsforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-12-20 00:00:00.0","1818","FORSKRIFT","NULL","2003-05-30 10:43:08.0","2003-05-30 10:43:08.0","Forskrift of ozonreduserende stoffer","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2000-12-20 00:00:00.0","1397","FORSKRIFT","NULL","2003-05-30 00:00:00.0","2003-05-30 10:36:43.0","Forskrift om tildeling, etablering, drift- og sykdomsforebyggende tiltak ved settefiskanlegg for laksefisk og annen ferskvannsfisk","Settefiskeforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1996-12-06 00:00:00.0","1127","FORSKRIFT","NULL","2003-05-30 11:03:18.0","2003-05-30 11:03:18.0","Forskrift om systematisk helse-, miljø- og sikkerhetsarbeid i virksomheter","Internkontrollforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-12-13 00:00:00.0","74","LOV","NULL","2009-09-03 14:12:04.0","2009-09-03 14:12:04.0","Lov om e-pengeforetak","E-pengeforetaksloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-12-13 00:00:00.0","74","LOV","ENG","2009-09-03 00:00:00.0","2009-09-03 14:15:24.0","Act concerning electronic money institutions","NULL","NULL","NULL","NULL","http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Banking_finance/Act_E-money_Institutions.pdf","NULL","NULL","Translation as of May 2008"
"2003-12-18 00:00:00.0","1639","FORSKRIFT","NULL","2009-09-03 14:48:08.0","2009-09-03 14:48:08.0","Forskrift om eierkontroll i finansinstitusjoner","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2008-10-12 00:00:00.0","1102","FORSKRIFT","NULL","2009-09-03 14:42:27.0","2009-09-03 14:42:27.0","Forskrift om offentlig administrasjon av filial av bank med hovedsete i fremmed stat","Forskrift om off. administrasjon av bankfilial","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2008-10-12 00:00:00.0","1102","FORSKRIFT","ENG","2009-09-03 14:43:43.0","2009-09-03 14:43:43.0","Regulation on public administration of branches of banks with their head offices in foreign countries","NULL","NULL","NULL","NULL","http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Banking_finance/Regulation_Public_Administration_Branches_Banks.pdf","NULL","NULL","NULL"
"1994-05-02 00:00:00.0","326","FORSKRIFT","NULL","2009-09-03 14:55:54.0","2009-09-03 14:55:54.0","Forskrift om filial av banker og andre kredittinstitusjoner med hovedsete i annen stat innen Det europeiske økonomiske samarbeidsområde, m.m.","Forskrift om filial av banker mv innen EØS","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1994-05-02 00:00:00.0","326","FORSKRIFT","ENG","2009-09-03 14:57:44.0","2009-09-03 14:57:44.0","Regulation on branches of banks and other credit institutions having their head offices in another state in the European Economic Area, etc.","NULL","NULL","NULL","NULL","http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Regulations/Regulation_branches_banks_credit_institutions.pdf","NULL","NULL","Translation updated March 2009"
"2003-05-23 00:00:00.0","35","LOV","NULL","2003-09-24 13:41:30.0","2003-09-24 13:41:30.0","Lov om visse sider av elektronisk handel og andre informasjonssamfunnstjenester","ehandelloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1993-06-11 00:00:00.0","100","LOV","NULL","1999-03-17 00:00:00.0","2003-09-24 13:49:58.0","Lov om anlegg og drift av jernbane, herunder sporvei, tunnelbane og forstadsbane m.m.","Jernbaneloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2001-12-21 00:00:00.0","1477","FORSKRIFT","NULL","2003-10-03 08:38:27.0","2003-10-03 08:38:27.0","Forskrift om innsamling og behandling av helseopplysninger i Kreftregisteret","Kreftregisterforskriften","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-12-20 00:00:00.0","1823","FORSKRIFT","NULL","2003-10-08 14:08:47.0","2003-10-08 14:08:47.0","Forskrift om begrensninger i bruk m.m. av enkelte farlige kjemikalier","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2002-12-20 00:00:00.0","1823","FORSKRIFT","ENG","2003-10-08 14:11:42.0","2003-10-08 14:11:42.0","Regulations relating to restrictions on the use, etc. of certain dangerous chemicals","NULL","Norwegian Pollution Control Authority","NULL","NULL","for-20021220-1823-eng.pdf","NULL","NULL","NULL"
"2001-06-15 00:00:00.0","79","LOV","NULL","2002-09-11 00:00:00.0","2003-10-15 15:20:42.0","Lov om miljøvern på Svalbard","Svalbardmiljøloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1980-06-13 00:00:00.0","43","LOV","ENG","1998-04-28 00:00:00.0","2004-06-21 14:56:11.0","Act relating to dentists","NULL","NULL","NULL","NULL","lov-19800613-043-eng.pdf","Annulled by act 1999-07-02-64","NULL","NULL"
"1980-05-23 00:00:00.0","13","LOV","NULL","1998-04-28 00:00:00.0","2004-06-21 14:58:55.0","Lov om fagopplæring i arbeidslivet","Fagopplæringsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1998-07-17-61","NULL","NULL"
"1969-06-13 00:00:00.0","24","LOV","NULL","2003-10-20 09:28:25.0","2003-10-20 09:28:25.0","Lov om grunnskolen","Gunnskolelova","NULL","NULL","NULL","NULL","Opphevd ved lov-1998-07-17-60","NULL","NULL"
"1980-06-13 00:00:00.0","42","LOV","NULL","2001-02-22 00:00:00.0","2004-06-21 15:02:48.0","Lov om leger","Legeloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-07-02-64","NULL","NULL"
"1980-06-13 00:00:00.0","42","LOV","ENG","2004-06-21 15:40:59.0","2004-06-21 15:40:59.0","Act relating to medical practitioners","NULL","NULL","NULL","NULL","lov-19800613-042-eng.pdf","Annulled by act 1999-07-02-64","NULL","NULL"
"1983-03-04 00:00:00.0","7","LOV","NULL","1998-04-28 00:00:00.0","2004-06-22 09:15:21.0","Lov om eierseksjoner","Eierseksjonsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1997-05-23-31","NULL","NULL"
"1983-03-04 00:00:00.0","7","LOV","ENG","1998-04-28 00:00:00.0","2004-06-22 09:16:03.0","Act relating to owner-tenant","NULL","Ministry of Foreign Affairs","NULL","NULL","lov-19830304-007-eng.pdf","Annulled by act 1997-05-23-31","NULL","Translated June 1992"
"1961-04-28 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 11:30:55.0","Lov om psykisk helsevern","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-07-02-62","NULL","NULL"
"1984-06-08 00:00:00.0","61","LOV","NULL","1998-04-28 00:00:00.0","2004-06-22 10:28:20.0","Lov om fast granskingskommisjon ved dykkerulykker","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-1995-12-22-78","NULL","NULL"
"1961-06-16 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 11:41:48.0","Lov om fylkeskommuner","NULL","NULL","NULL","NULL","NULL","Opphevet ved lov-1992-09-25-107","NULL","NULL"
"1953-06-26 00:00:00.0","8","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 13:57:19.0","Lov om oppfinnelser av betydning for rikets forsvar","Lov om forsvarsviktige oppfinnelser","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1985-06-14 00:00:00.0","62","LOV","NULL","1998-04-28 00:00:00.0","2004-06-22 14:47:28.0","Lov om Verdipapirsentral","Verdipapirsentralloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2002-07-05-64","NULL","NULL"
"1953-07-17 00:00:00.0","14","LOV","VIE","1998-04-28 00:00:00.0","2003-10-20 14:26:11.0","Luat ngay 17 tháng 7 nam 1953 báo-vê nhi-dông","NULL","NULL","NULL","NULL","lov-19530717-014-vie.pdf","NULL","NULL","NULL"
"1985-06-14 00:00:00.0","62","LOV","ENG","1998-04-28 00:00:00.0","2004-06-22 14:48:20.0","Act relating to the Norwegian securities registry","NULL","NULL","NULL","NULL","lov-19850614-062-eng.pdf","Annulled by act 2002-07-05-64","NULL","NULL"
"1985-03-22 00:00:00.0","11","LOV","ENG","1998-05-05 00:00:00.0","2004-06-22 14:51:57.0","Act pertaining to petroleum activities","NULL","NULL","NULL","NULL","lov-19850322-011-eng.pdf","Annulled by act 1996-11-29-72","NULL","NULL"
"1953-07-17 00:00:00.0","28","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 14:33:11.0","Lov om Heimevernet","Heimevernloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1956-12-14 00:00:00.0","4","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 14:55:04.0","Lov om avgift på offentlig framføring av utøvende kunstneres prestasjoner m.v.","Lov om avgift til fond for utøvende kunstnere","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1911-08-18 00:00:00.0","8","LOV","ENG","1998-04-28 00:00:00.0","2004-06-24 10:35:23.0","The Taxation Act","NULL","NULL","NULL","NULL","NULL","Annulled by act 1999-03-26-14","Norwegian laws s. 567-581","NULL"
"1956-12-14 00:00:00.0","7","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 15:00:41.0","Lov om forsynings- og beredskapstiltak","Forsynings- og beredskapstiltaksloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1969-06-19 00:00:00.0","61","LOV","ENG","2004-06-24 13:33:31.0","2004-06-24 13:33:31.0","The special supplement act of 19 June 1969 no 61","NULL","NULL","NULL","NULL","lov-19690619-061-eng.pdf","Annulled by act 1997-02028-19","NULL","With amendments, last of 23 December 1988"
"1920-02-09 00:00:00.0","0","LOV","FRE","1998-04-28 00:00:00.0","2004-06-24 11:30:51.0","Traité relatif au Spitzberg du 9 février 1920","NULL","NULL","NULL","NULL","lov-19200209-000-fra.pdf","NULL","NULL","NULL"
"1964-06-20 00:00:00.0","5","LOV","ENG","2004-02-04 00:00:00.0","2004-06-24 11:49:25.0","Act relating to medicines etc.","NULL","NULL","NULL","NULL","lov-19640620-005-eng.pdf","Annulled by Act 1992-12-04-132","NULL","NULL"
"1966-06-17 00:00:00.0","2","LOV","ENG","1998-04-28 00:00:00.0","2004-06-24 11:50:15.0","Act relating to hovercraft","NULL","NULL","NULL","NULL","NULL","NULL","Excerpts from the Norwegian ship control legislation s. 76 - 77","NULL"
"1958-07-18 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 15:27:51.0","Lov om offentlige tjenestetvister","Tjenestetvistloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1958-12-12 00:00:00.0","7","LOV","NULL","1998-04-28 00:00:00.0","2003-10-20 15:30:41.0","Lov om fengselsvesenet","Fengselsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2001-05-18-21","NULL","NULL"
"1966-06-17 00:00:00.0","19","LOV","ENG","1998-04-28 00:00:00.0","2003-10-21 13:23:05.0","Act relating to Norway's fishery limit and prohibition against fishing etc. by foreign nationals inside the fishery limit","NULL","Ministry of Foreign Affairs","NULL","NULL","lov-19660617-019-eng.pdf","NULL","NULL","With amendments of 1st October 1994"
"1969-06-19 00:00:00.0","61","LOV","NULL","2004-06-24 00:00:00.0","2004-06-24 13:34:04.0","Lov om særtillegg til ytelser fra folketrygden","Særtilleggsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1997-02-28-19","NULL","NULL"
"1966-06-17 00:00:00.0","12","LOV","NULL","2004-06-24 13:47:54.0","2004-06-24 13:47:54.0","Lov om folketrygd","Folketrygdloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1997-02-28-19","NULL","NULL"
"1946-10-24 00:00:00.0","2","LOV","NULL","2004-06-24 13:50:21.0","2004-06-24 13:50:21.0","Lov om barnetrygd","Barnetrygdloven","NULL","NULL","NULL","NULL","Opphevet ved lov-2002-03-08-4","NULL","NULL"
"1951-06-29 00:00:00.0","19","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:09:59.0","Lov om militære rekvisisjoner","Rekvisisjonsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1950-12-15 00:00:00.0","7","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:10:41.0","Lov om særlige rådgjerder under krig, krigsfare og liknende forhold","Beredskapsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1951-12-03 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:17:43.0","Lov om pensjonstrygd for skogsarbeidere","Skogsarbeiderpensjonsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1951-12-14 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:21:32.0","Lov om omsetning av råfisk","Råfiskloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1917-12-05 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:38:00.0","Lov om registrering og merking av fiskefartøyer","Lov om registrering av fiskefartøyer","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1925-07-17 00:00:00.0","11","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 09:45:53.0","Lov om Svalbard","Svalbardloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-01-15 00:00:00.0","2","LOV","NULL","2004-06-25 13:39:09.0","2004-06-25 13:39:09.0","Lov om revisjon og revisorer","Revisorloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1927-05-05 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 10:30:17.0","Lov om arbeidstvister","Arbeidstvistloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1925-08-07 00:00:00.0","0","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 10:25:41.0","Kongelig resolusjon. Bergverksordning for Spitsbergen (Svalbard)","Bergverksordningen for Svalbard","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1927-04-22 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2003-11-03 10:29:09.0","Lov om vergemål for umyndige","Vergemålsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1929-05-24 00:00:00.0","4","LOV","NULL","2003-11-03 15:15:55.0","2003-11-03 15:15:55.0","Lov om tilsyn med elektriske anlegg og elektrisk utstyr","Lov om tilsyn med elektriske anlegg","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1932-02-05 00:00:00.0","1","LOV","NULL","2003-11-03 15:26:08.0","2003-11-03 15:26:08.0","Lov om straff for handlinger som påtales ved riksrett","Ansvarlighetsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1932-05-27 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2003-11-06 10:38:57.0","Lov om veksler","Vekselloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1999-11-30 00:00:00.0","1195","FORSKRIFT","ENG","2002-01-02 00:00:00.0","2008-05-09 09:50:06.0","Regulations regarding requirements relating to organizatons that arrange the placement of children from foreign countries for the purpose of adoption","NULL","Ministry of Children and Family Affairs","NULL","NULL","http://www.regjeringen.no/en/dep/bld/Documents/Laws-and-rules/Regulations/2001/Regulations-regarding-requirements-relat.html?id=458914","NULL","NULL","NULL"
"1957-06-28 00:00:00.0","16","LOV","NULL","1998-04-28 00:00:00.0","2008-05-29 14:47:55.0","Lov om friluftslivet","Friluftsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2003-12-19 00:00:00.0","124","LOV","NULL","2008-07-08 10:52:42.0","2008-07-08 10:52:42.0","Lov om matproduksjon og mattrygghet mv.","Matloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1995-12-15 00:00:00.0","74","LOV","NULL","2008-07-08 00:00:00.0","2008-07-08 10:47:44.0","Lov om forbud mot kjønnslemlestelse","Kjønnslemlestelsesloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1936-07-16 00:00:00.0","2","LOV","NULL","1998-04-28 00:00:00.0","2003-11-06 11:19:12.0","Lov om pliktmessig avhold for personer i visse stillinger fra nytelse av alkohol eller annet berusende eller bedøvende middel","Avholdspliktloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1911-08-18 00:00:00.0","8","LOV","NULL","1998-04-28 00:00:00.0","2003-11-12 11:21:40.0","Lov om skatt av formue og inntekt","Skatteloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1999-03-26-14","NULL","NULL"
"2001-10-08 00:00:00.0","1180","FORSKRIFT","ENG","2002-04-30 00:00:00.0","2003-11-20 09:58:28.0","Regulations relating to nonylphenol and octylphenol and their ethoxylates","NULL","Ministry of the Environment","NULL","NULL","http://odin.dep.no/md/engelsk/regelverk/lover/022051-200007/index-dok000-b-n-a.html","NULL","NULL","NULL"
"2003-06-06 00:00:00.0","39","LOV","NULL","2008-08-13 08:47:23.0","2008-08-13 08:47:23.0","Lov om burettslag","Burettslagslova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1915-06-24 00:00:00.0","5","LOV","NULL","1998-04-28 00:00:00.0","2003-11-21 13:28:46.0","Lov om kontroll med post- og telegrafforsendelser og med telefonsamtaler","Lov om kontroll av post- og teletjenester","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1898-12-10 00:00:00.0","1","LOV","NULL","1998-04-28 00:00:00.0","2003-11-21 15:05:56.0","Lov om Norges Flag","Flaggloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1985-06-14 00:00:00.0","77","LOV","NULL","1998-04-28 00:00:00.0","2008-08-13 08:51:51.0","Plan- og bygningslov","Plan- og bygningsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1992-12-04 00:00:00.0","126","LOV","NULL","2008-08-14 14:05:25.0","2008-08-14 14:05:25.0","Lov om arkiv","Arkivlova","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1992-12-04 00:00:00.0","126","LOV","LAP","2008-08-14 14:07:24.0","2008-08-14 14:07:24.0","Arkiivaláhka ja njuolggadusat almmonlas arkiiva birra","NULL","NULL","NULL","NULL","http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/lahka-geassemanu-12-b-1987-nr-56-samedik.html?id=449701&epslanguage=NO-SE","NULL","NULL","NULL"
"1971-06-11 00:00:00.0","52","LOV","ENG","1998-04-28 00:00:00.0","2003-12-15 11:23:49.0","Act relating to criminal registration","NULL","NULL","NULL","NULL","lov-19710611-052-eng.pdf","NULL","NULL","NULL"
"2007-06-15 00:00:00.0","40","LOV","NULL","2008-08-14 14:14:01.0","2008-08-14 14:14:01.0","Lov om reindrift","Reindriftsloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1975-06-13 00:00:00.0","50","LOV","ENG","1998-04-28 00:00:00.0","2003-12-15 11:27:16.0","The Act concerning termination of pregnancy","NULL","Ministry of Social Affairs","NULL","NULL","lov-19750613-050-eng.pdf","NULL","NULL","With amendments of 16 June 1978"
"2007-06-15 00:00:00.0","40","LOV","LAP","2008-08-14 14:17:55.0","2008-08-14 14:17:55.0","Boazodoalloláhka","NULL","NULL","NULL","NULL","http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/lahka-geassemanu-12-b-1987-nr-56-samedik.html?id=449701&epslanguage=NO-SE","NULL","NULL","NULL"
"2005-06-17 00:00:00.0","85","LOV","LAP","2008-08-14 14:31:31.0","2008-08-14 14:31:31.0","Láhka geassemánu 17. 2005 nr. 85 riektediliid ja eatnamiid ja luondduvalljodagaid hálddaheami birra Finnmárkku fylkkas","Finnmárkkuláhka","NULL","NULL","NULL","http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/finnmarkkulahka.html?id=515308&epslanguage=NO-SE","NULL","NULL","NULL"
"1978-06-09 00:00:00.0","50","LOV","LAP","2005-03-08 00:00:00.0","2008-08-14 14:37:58.0","Kulturmuitoláhka","NULL","Birasgáhttendepartemeanta","NULL","NULL","http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/kulturmuitolahka.html?id=173106&epslanguage=NO-SE","NULL","NULL","NULL"
"1983-06-03 00:00:00.0","40","LOV","LAP","2008-08-14 14:40:55.0","2008-08-14 14:40:55.0","Láhka mearraguolásteami jna. birra","NULL","NULL","NULL","NULL","http://www.regjeringen.no/se/dok/lagat-ja-njuolggadusat-/Lover/lahka-mearraguolasteami-jna-birra.html?id=517133&epslanguage=NO-SE","NULL","NULL","NULL"
"1992-07-17 00:00:00.0","99","LOV","ENG","1998-04-28 00:00:00.0","2003-12-15 12:54:28.0","Act relating to voluntary and compulsory debt settlement for private individuals","The Debt Settlement Act","Ministry of Foreign Affairs","NULL","NULL","lov-19920717-099-eng.pdf","NULL","NULL","Translated August 1992"
"1991-11-08 00:00:00.0","76","LOV","ENG","1998-04-28 00:00:00.0","2003-12-15 12:55:06.0","Act relating to municipal and country municipal councils for the elderly","NULL","Ministry of Foreign Affairs","NULL","NULL","lov-19911108-076-eng.pdf","NULL","NULL","Translated August 1992"
"1932-05-27 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2004-01-27 15:43:42.0","Lov om chekker","Sjekkloven","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1884-06-14 00:00:00.0","3","LOV","FRE","1998-04-28 00:00:00.0","2004-01-29 10:40:24.0","Loi pour la protection des câbles télégraphiques sous-marins en dehors des eaux teritoriales","NULL","NULL","NULL","NULL","lov-18840614-003-fre.pdf","NULL","NULL","NULL"
"1898-12-10 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-01-29 10:57:59.0","Act relating to the Flag of the Realm of Norway","NULL","NULL","NULL","NULL","lov-18981210-001-eng.pdf","NULL","NULL","NULL"
"1916-06-30 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-01-29 11:23:59.0","Act regarding mercantile agencies, commercial agencies and commercial travellers","NULL","The Federation of Norwegian Commercial Agents","NULL","NULL","lov-19160630-001-eng.pdf","NULL","NULL","With amendments of 1st June 1973 no. 30"
"1917-12-05 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-01-29 11:26:40.0","Act relating to registration and marking of fishing-vessels","NULL","NULL","NULL","NULL","lov-19171205-001-eng.pdf","NULL","NULL","NULL"
"1932-02-05 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-01-29 12:41:15.0","Act no 1 of 5 February 1932 relating to punishment for offences indicted before the Court of Impeachement","NULL","NULL","NULL","NULL","lov-19320205-001-eng.pdf","Extracts: Chapter 2","NULL","NULL"
"1929-05-24 00:00:00.0","4","LOV","ENG","2003-11-03 00:00:00.0","2004-01-29 13:27:51.0","Law of 24 May, 1929 regarding the supervision of electrical installations","NULL","NULL","NULL","NULL","lov-19290524-004-eng.pdf","NULL","NULL","With supplementary laws of 1954"
"1927-05-05 00:00:00.0","1","LOV","ENG","1998-04-28 00:00:00.0","2004-02-02 13:31:32.0","Act of 5th May 1927 no 1 relating to labour disputes","NULL","NULL","NULL","NULL","lov-19270505-001-eng.pdf","NULL","NULL","Amended, most recently by Act of June 5th 1981"
"1936-07-16 00:00:00.0","2","LOV","ENG","1998-04-28 00:00:00.0","2004-02-02 13:34:21.0","Act of 16th July, 1936, respecting obligatory abstinence from indulgence in alcoholic liquors or other intoxicating or tranquilizing substances for persons in certain positions","NULL","NULL","NULL","NULL","lov-19360716-002-eng.pdf","Extract only","NULL","NULL"
"1932-02-26 00:00:00.0","1","LOV","NULL","2003-11-03 00:00:00.0","2004-02-02 13:50:57.0","Lov om edruskapsvern","Edruskapsloven","NULL","NULL","NULL","NULL","Opphevet ved lov-1991-12-13-81","NULL","NULL"
"1932-02-26 00:00:00.0","1","LOV","ENG","2003-11-03 00:00:00.0","2004-02-02 13:52:48.0","Act of 26th February, 1932, respecting the temperance committees and measures to prevent the abuse of alcohol and other intoxicating or tranquilizing substances","NULL","The Norwegian Joint Committee on International Social Policy","NULL","NULL","lov-19320226-001-eng.pdf","Annulled by Act-1991-12-13-81","NULL","As subsequently amended by Act of 5th June , 1964"
"1950-12-08 00:00:00.0","3","LOV","NULL","1998-04-28 00:00:00.0","2004-02-03 13:33:11.0","Lov om norsk riksborgarrett","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
