id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
3163	anonym		ukjent			teaterkritikk	Aftenbladet		1870			116								Thoresen	Anna Magdalene		kvinne	Et rigt Parti	København	1870	drama	bokmål	
3164	anonym		ukjent			teaterkritikk	Morgenbladet		1870			139 B								Thoresen	Anna Magdalene		kvinne	Et rigt Parti	København	1870	drama	bokmål	
3165	anonym		ukjent			teaterkritikk	Bergens Tidende		1873			4								Thoresen	Anna Magdalene		kvinne	Et rigt Parti	København	1870	drama	bokmål	
3166	anonym		ukjent			dagskritikk	Illustreret Tidende	København	1872		14				118			dansk		Thoresen	Anna Magdalene		kvinne	Billeder fra Vestkysten af Norge	København	1872	fortelling	bokmål	
3167	Schmidt	Rudolph	mann			artikkel	For Ide og Virkelighed. Et Tidsskrift		1873		1				445-447			dansk		Thoresen	Anna Magdalene		kvinne	Billeder fra Vestkysten af Norge	København	1872	fortelling	bokmål	
3168	Adlersparre	Sophie	kvinne	Esselde		dagskritikk	Bergens Tidende		1873			4								Thoresen	Anna Magdalene		kvinne	Billeder fra Vestkysten af Norge	København	1872	fortelling	bokmål	
3169	anonym		ukjent			dagskritikk	Illustreret Tidende	København	1873		15				98			dansk	 	Thoresen	Anna Magdalene		kvinne	Nyere Fortællinger	København	1873	kortprosa	bokmål	
3170	anonym		ukjent			dagskritikk	For Romantik og Historie	København	1874		12				223 flg.			dansk		Thoresen	Anna Magdalene		kvinne	Nyere Fortællinger	København	1873	kortprosa	bokmål	
3171	Blanc	Tharald	mann	T.B.		teaterkritikk	Ny Illustreret Tidende		1877						158					Thoresen	Anna Magdalene		kvinne	Inden Døre	København	1877	drama	bokmål	
3172	Bætzmann	Frederik	mann	F.	Kritikernavn usikkert	dagskritikk	Aftenbladet		1877			114, (103)								Thoresen	Anna Magdalene		kvinne	Inden Døre	København	1877	drama	bokmål	
3173	anonym		ukjent			dagskritikk	Illustreret Tidende	København	1876-1877		18				495			dansk	 	Thoresen	Anna Magdalene		kvinne	Livsbilleder	København	1877	fortelling	bokmål	
3174	Rosenberg	Carl	mann	C.R.		dagskritikk	Fædrelandet	København	1879			96						dansk		Thoresen	Anna Magdalene		kvinne	Kristoffer Valkendorff	København	1878	drama	bokmål	
3175	anonym		ukjent			dagskritikk	Illustreret Tidende	København			23	615						dansk		Thoresen	Anna Magdalene		kvinne	Herluf Nordal	København	1879	fortelling	bokmål	
3176	anonym		ukjent			teaterkritikk	Dagbladet		1882			262								Thoresen	Anna Magdalene		kvinne	En opgaaende Sol	København	1881	drama	bokmål	
3177	anonym		ukjent			teaterkritikk	Bergens Aftenblad		1882			857								Thoresen	Anna Magdalene		kvinne	En opgaaende Sol	København	1881	drama	bokmål	
3178	anonym		ukjent			teaterkritikk	Bergens Tidende		1882			252								Thoresen	Anna Magdalene		kvinne	En opgaaende Sol	København	1881	drama	bokmål	
3179	anonym		ukjent			teaterkritikk	Aftenposten		1882			204 A								Thoresen	Anna Magdalene		kvinne	En opgaaende Sol	København	1881	drama	bokmål	
3180	Morgenstierne	Bredo	mann	-V-		dagskritikk	Aftenposten		1884			300 A								Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
3181	anonym		ukjent			dagskritikk	Morgenbladet		1884			349 A								Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
3182	anonym		ukjent			dagskritikk	Bergensposten		1885			11								Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
3183	Key	Ellen	kvinne			artikkel	Tidskrift för Hemmet. Tillegnat Nordens qvinnor		1885		27				249-259			svensk		Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
3184	Key	Ellen	kvinne			artikkel	Framåt. Tidskrift	Göteborg	1887						160 flg.			svensk		Thoresen	Anna Magdalene		kvinne	Billeder fra Midnatsolens Land	København	1884	fortelling	bokmål	
3185	anonym		ukjent			dagskritikk	Morgenbladet		1887			670								Thoresen	Anna Magdalene		kvinne	Digte	København	1887	lyrikk	bokmål	
3186	anonym		ukjent			dagskritikk	Morgenbladet		1891			750								Thoresen	Anna Magdalene		kvinne	Mindre Fortællinger	København	1891	kortprosa	bokmål	
3187	anonym		ukjent			dagskritikk	Aftenposten		1893			735						dansk	Opptrykt etter Avisen (København)	Thoresen	Anna Magdalene		kvinne	Elvedrag og andre Fortællinger	København	1893	kortprosa	bokmål	
3188	Morgenstierne	Bredo	mann	-V-		dagskritikk	Aftenposten		1895			812								Thoresen	Anna Magdalene		kvinne	Livsluft	København	1895	fortelling	bokmål	
3189	anonym		ukjent			dagskritikk	Morgenbladet		1895			731								Thoresen	Anna Magdalene		kvinne	Livsluft	København	1895	fortelling	bokmål	
3190	Randers	Kristofer	mann	Kr.R.		dagskritikk	Aftenposten		1897			247								Thoresen	Anna Magdalene		kvinne	En Udflytning	København	1897	drama	bokmål	
3191	Bing	Just	mann			dagskritikk	Morgenbladet		1897			391								Thoresen	Anna Magdalene		kvinne	En Udflytning	København	1897	drama	bokmål	
3192	anonym		ukjent			dagskritikk	Dagbladet		1897			105								Thoresen	Anna Magdalene		kvinne	En Udflytning	København	1897	drama	bokmål	
3193			ukjent	r.		dagskritikk	Morgenbladet		1897			778								Thoresen	Anna Magdalene		kvinne	Udenom Afgrunden	København	1897	kortprosa	bokmål	
3194	anonym		ukjent			dagskritikk	Morgenbladet		1899			905								Thoresen	Anna Magdalene		kvinne	Skjæbner og Viljer	København	1899	fortelling	bokmål	
3195	Bætzmann	Frederik	mann			dagskritikk, debatt a	Aftenbladet		1867			255								Thoresen	Anna Magdalene		kvinne	Min Bedstemoders Fortælling...	Christiania	1867	fortelling	bokmål	
3196	Boeck	Kristiane	kvinne			artikkel, debatt b	Aftenbladet		1867			265								Thoresen	Anna Magdalene		kvinne	Min Bedstemoders Fortælling...	Christiania	1867	fortelling	bokmål	i "Ved Løvfaldstid"
3197	Bætzmann	Frederik	mann			artikkel, debatt c	Aftenbladet		1867			274								Thoresen	Anna Magdalene		kvinne	Min Bedstemoders Fortælling...	Christiania	1867	fortelling	bokmål	i "Ved Løvfaldstid"
3198	Petersen	Clemens	mann			dagskritikk	Fædrelandet	København	1867			261						dansk		Thoresen	Anna Magdalene		kvinne	Min Bedstemoders Fortælling...	Christiania	1867	fortelling	bokmål	i "Ved Løvfaldstid"
3199	Thoresen	Anna Magdalene	kvinne			artikkel	Kvinden og Samfundet	København	1891						27-37		Tre Forfatterinder						kvinne						
3200	Thoresen	Anna Magdalene	kvinne			artikkel	Kvinden og Samfundet	København	1896								Det gode Ord						ukjent						
3201	Thoresen	Anna Magdalene	kvinne			artikkel	Kvinden og Samfundet	København	1897						17-21					Prydz	Alvilde		kvinne	Gunvor Thorsdatter til Hærø		1896	roman	bokmål	
3202	Thoresen	Anna Magdalene	kvinne			artikkel	Kvinden og Samfundet	København	1898						195-197					Tschudi	Clara		kvinne	Napoleons Moder	Kristiania	1892	biografi/memoarer	bokmål	
3203	Thoresen	Anna Magdalene	kvinne			artikkel	Bergens Tidende		1893			32								Collett	Camilla		kvinne						
3204	Halvorsen	Jens Brage	mann			artikkel, forfatterportrett, nekrolog	Aftenbladet		1876			86								Thoresen	Thomas Krogh		mann						
3205	Winterhjelm	Kristian Anastas	mann			artikkel, forfatterportrett, nekrolog	Ny Illustreret Tidende		1876						127					Thoresen	Thomas Krogh		mann						
3206	anonym		ukjent			teaterkritikk	Aftenbladet		1871			55								Thoresen	Thomas Krogh		mann	Hos Kapteinen		1871	drama	bokmål	vaudeville, utrykt, oppført
3207	anonym		ukjent			teaterkritikk	Aftenbladet		1874			243								Thoresen	Thomas Krogh		mann	Hos Kapteinen		1871	drama	bokmål	vaudeville, utrykt, oppført
3208	anonym		ukjent			teaterkritikk	Morgenbladet		1874			163								Thoresen	Thomas Krogh		mann	Hos Kapteinen		1871	drama	bokmål	vaudeville, utrykt, oppført
3209	anonym		ukjent			teaterkritikk	Aftenbladet		1871			135								Thoresen	Thomas Krogh		mann	Paa Bygden			drama	bokmål	vaudeville UBO, No. 753 in 4to, utrykt, oppført
3210	anonym		ukjent			teaterkritikk	Morgenbladet		1871			163								Thoresen	Thomas Krogh		mann	Paa Bygden		1871	drama	bokmål	vaudeville, UBO, No. 753 in 4to, utrykt, oppført
3211	Halvorsen	Jens Brage	mann			teaterkritikk	Aftenbladet		1872			77								Thoresen	Thomas Krogh		mann	I Præstegaarden		1872	drama	bokmål	vaudeville, utrykt, oppført
3212	anonym		ukjent			teaterkritikk	Morgenbladet		1872			92 A								Thoresen	Thomas Krogh		mann	I Præstegaarden		1872	drama	bokmål	vaudeville, utrykt, oppført
3213	anonym		ukjent			teaterkritikk	Aftenbladet		1872			117								Thoresen	Thomas Krogh		mann	Zulukafferinden			drama	bokmål	farse, utrykt, oppført
3214	anonym		ukjent			teaterkritikk	Aftenbladet		1872			242								Thoresen	Thomas Krogh		mann	Kur paa Modum		1872	drama	bokmål	farse, utrykt, oppført
3215	anonym		ukjent			teaterkritikk	Morgenbladet		1872			288								Thoresen	Thomas Krogh		mann	Kur paa Modum		1872	drama	bokmål	farse, utrykt, oppført
3216	anonym		ukjent			teaterkritikk	Aftenbladet		1873			2								Thoresen	Thomas Krogh		mann	Nytaarsfantasier		1873	drama	bokmål	farse, UBO, No. 536 fol.
3217	anonym		ukjent			teaterkritikk	Morgenbladet		1873			3								Thoresen	Thomas Krogh		mann	Nytaarsfantasier		1873	drama	bokmål	farse, UBO, No. 536 fol.
3218	anonym		ukjent			teaterkritikk	Aftenbladet		1874			1								Thoresen	Thomas Krogh		mann	Nytaarsfantasier 1874		1874	drama	bokmål	farse, UBO, No. 752 in 4to
3219	anonym		ukjent			teaterkritikk	Morgenbladet		1874			4								Thoresen	Thomas Krogh		mann	Nytaarsfantasier 1874		1874	drama	bokmål	farse, UBO, No. 752 in 4to
3220	Thoresen	Thomas Krogh	mann			dagskritikk	Aftenbladet												Flere teaterkritikker				ukjent						
3221	Thoresen	Thomas Krogh	mann			teaterartikkel, dagskritikk?	Mellemakten		1875 flg.										Teaterblad				ukjent						
3222	Thomle	E.A.	mann			artikkel, forfatterportrett	Familien Stillesen	København	1885						14-15				Særtrykk av Personalhistorie Tidsskr	Thorne	Søren Wilhelm		mann						
3223			ukjent																	Thorne	Søren Wilhelm		mann			1823-1848	lyrikk		leilighetsdikt
3224			ukjent			artikkel, forfatterportrett													Litteratur om Thrane og thranerørsla i aviser; Halvorsen, V, s. 727 flg.	Thrane	Marcus		mann						
3225			ukjent																	Thrane	Marcus		mann				lyrikk		leilighetsdikt, a?
3226			ukjent																	Thrane	Marcus		mann			1866 flg.	drama		flere politiske skuespill skrevet og oppført i USA,
3227	Thrap	Daniel Smith	mann			artikkel	Folkevennen		1876		25				496-541					Gerhardt	Paul		mann				lyrikk		salmer
3228	Thrap	Daniel Smith	mann			artikkel	Norsk Folke-Kalender eller Aarbog		1892						81-84					Wergeland	Nicolai		mann						
3229	Thrap	Daniel Smith	mann			artikkel	Dansk biografisk Lexikon. Tillige omfattende Norge for Tidsrummet 1537-1814		1887 flg.											Fasting	Claus		mann						
3230	Thrap	Daniel Smith	mann			artikkel	Dansk biografisk Lexikon. Tillige omfattende Norge for Tidsrummet 1537-1814		1887 flg.											Frimann	Claus		mann						
3231	Thrap	Daniel Smith	mann			artikkel	Morgenbladet		1890			167					Henrik Wergeland og H. Foss			Wergeland	Henrik	Medforfatter: Foss	mann						
3232	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1855			49								Throndsen	Knud		mann	Bibelske Fortællinger og Rim for Smaabørn	Christiania	1855	lyrikk	bokmål	religiøs litteratur, barnelitteratur
3233	anonym		ukjent			dagskritikk	Morgenbladet		1855											Throndsen	Knud		mann	Bibelske Fortællinger og Rim for Smaabørn	Christiania	1855	lyrikk	bokmål	religiøs litteratur, barnelitteratur
3234	anonym		ukjent			dagskritikk	Den norske Folkeskole		1855											Throndsen	Knud		mann	Bibelske Fortællinger og Rim for Smaabørn	Christiania	1855	lyrikk	bokmål	religiøs litteratur, barnelitteratur
3235	Thue	Henning Junghans	mann			artikkel, historie	Troubadourpoesien og Troubadourerne	Christiania	1843							egenpublisert			Litteraturhistorie (fransk)				ukjent				lyrikk		
3236	Knudsen	Knud	mann			artikkel	Universitets- og Skole-Annaler		1846-1848				2. R., IV		363-358					Thue	Henning Junghans		mann	Læsebog i Modersmaalet for Norske og Danske, tilligemed en Exempelsamling af den svenske Literatur og med æsthetiske og literaturhistoriske Oplysninger	Kristiania	1846	annen skjønnlitteratur	bokmål	antologi
3237	Olsen	Rolf	mann			artikkel	Literaturtidende		1846						241-272					Thue	Henning Junghans		mann	Læsebog i Modersmaalet for Norske og Danske, tilligemed en Exempelsamling af den svenske Literatur og med æsthetiske og literaturhistoriske Oplysninger	Kristiania	1846	annen skjønnlitteratur	bokmål	antologi
3238	Monrad	Marcus Jacob	mann			artikkel	Norsk Tidsskrift for Videnskab og Litteratur		1853		6				306-308					Thue	Henning Junghans		mann	Efterladte Arbeider i Vers og Prosa	Christiania	1853	annen skjønnlitteratur	bokmål	essay, lyrikk
3239	Thue	Henning Junghans	mann			artikkel	Norsk Tidsskrift for Videnskab og Litteratur		1849		3				208-210					Bugge	Frederik Moltke		mann	Træk af tragoediens ældste historie og det græske theatervæsen	Trondhjem	1847	annen sakprosa	bokmål	revidert utgave: Den græske Tragoedie, Trondhjem 1849
3240	Thue	Henning Junghans	mann			artikkel	Norsk Tidsskrift for Videnskab og Litteratur		1850		4				189-195					Munch	Andreas		mann				lyrikk		
3241	Thue	Henning Junghans	mann			artikkel	Nordisk Literatur-Tidende		1846							Sp. 145-152	Den norske Lyrik						ukjent				lyrikk		
3242	Thue	Henning Junghans	mann			dagskritikk	Den Constitutionelle		1839			321								Blom	Hans ørn		mann	Den hjemkomne Søn	Christiania	1839	drama	bokmål	komedie
3243	Thue	Henning Junghans	mann			dagskritikk	Tiden												flere dagskritikker				ukjent						
3244	Thue	Henning Junghans	mann			dagskritikk	Morgenbladet												flere dagskritikker				ukjent						
3245	Thue	Henning Junghans	mann			dagskritikk	Den norske Rigstidende												flere dagskritikker				ukjent						
3246	Tischendorff	Niels Ulrik Collin	mann			artikkel	Udførlig beretning om Henrik Wergelands mindefest, feiret i Stockholm den 22de october 1847	Stockholm	1847											Wergeland	Henrik		mann						
3247	Torp	Alf	mann			dagskritikk	Dagbladet		1880 flg.										flere dagskritikker				ukjent						
3248	Torp	Alf	mann			dagskritikk	Morgenbladet		1897			767								Paulsen	John Olaf		mann	I September	Kristiania	1897	lyrikk	bokmål	
3249			ukjent																	Traasdahl	Jacob Olsen		mann				lyrikk		religiøs litteratur
3250	Trædal	Lasse	mann			artikkel, debatt b	Den 17de Mai		1901			36					Kulturbudgettet		Debatt med Garborg	Prydz	Alvilde		kvinne						
3251	Garborg	Arne	mann			artikkel, debatt a	Den 17de Mai		1901			35						nynorsk		Prydz	Alvilde		kvinne						
3252	Trædal	Lasse	mann			dagskritikk	Samhold		1885 flg.										flere dagskritikker				ukjent						
3253	Trøan	Mikkel Embretsson	mann			artikkel	Den norske Folkeskole		1854-1855						351-352					Vig	Ole		mann	Salmer og Sange	Christiansund	1854	lyrikk	bokmål	religiøs litteratur
3254	Trøan	Mikkel Embretsson	mann			artikkel	Den norske Folkeskole		1856-1857						372-373					Hostrup	Jens Christian		mann	Tre folkelige Foredrag over dansk Digtekunst			annen sakprosa	bokmål	
3255	Trøan	Mikkel Embretsson	mann			artikkel, forfatterportrett	Hjemmet		1885						107, 11-13					Vig	Ole		mann						
3256	Trønnes	Niels Halvorsen	mann			bibliografi, bokfortegnelse	Norsk Tidsskrift for Videnskab og Litteratur		1850						200-202, 313-326, 397-400								ukjent						
3257	Steinsvik	Rasmus	mann			artikkel, forfatterportrett	Den 17de Mai		1895			9						nynorsk		Tvedt	Jens		mann						
3258	anonym		ukjent			artikkel, forfatterportrett	Firda		1892			81						nynorsk		Tvedt	Jens		mann						
3259	anonym		ukjent			artikkel, forfatterportrett	Nora		1893			9						nynorsk		Tvedt	Jens		mann						
3260	Seland	Hans	mann			artikkel	Nora		1892						77-79			nynorsk		Tvedt	Jens		mann						
3261	Stueland	O.	mann	O.S.		artikkel	Vestlandsposten		1887			60 A						nynorsk		Tvedt	Jens		mann						
3262	Steffen	Richard	mann			artikkel	Nordisk Tidskrift		1891						358-360				Utgiver: Den Letterstedtske forening	Tvedt	Jens		mann						
3263	Hansson	Ola	mann			artikkel	Nord und Süd		1893	apr								svensk		Tvedt	Jens		mann						
3264	Hansson	Ola	mann			artikkel	Stavanger Avis		1893			84, 86, 87, 88						svensk		Tvedt	Jens		mann						
3265	Marholm	Laura	kvinne			artikkel	Frankfurter Zeitung und Handelsblatt	tysk	1894											Tvedt	Jens		mann						
3266	Marholm	Laura	kvinne			artikkel	Dagbladet		1894			78								Tvedt	Jens		mann						
3267	Vestrum	Arne	mann			dagskritikk	Oplandenes Avis		1885			129								Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3268	Hægstad	Marius	mann	M.		dagskritikk	Dag		1885						79-80			nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3269	Biri	Bjarne	mann			dagskritikk	Nora		1885						142-144			nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3270	Litlere	Mons	mann			dagskritikk	Nora		1886						14-15			nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3271	Vestrum	Arne	mann			dagskritikk	Nora		1886						43-45			nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3272	Barstad	Johannes A.	mann	B.		dagskritikk	Vestlandsposten		1885			146						nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3273	Hirth	A.	mann	A.H.		dagskritikk	Vestlandsposten		1885									nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3274	Hanssen	Torjus	mann			dagskritikk	Vestlandsposten		1887			35						nynorsk		Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3275	Larsen	Bolette C. Pavels	kvinne	P-ls		dagskritikk	Bergens Tidende		1887			289								Tvedt	Jens		mann	Inn i Fjordarne	Stavanger	1885	kortprosa	nynorsk	novelle
3276	Stavnheim	L.	mann	L.St.		dagskritikk	Fedraheimen		1886			82						nynorsk		Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3277	anonym		ukjent			dagskritikk	Stavangeren		1886	17. des								nynorsk		Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3278	Mauland	Torkell	mann			dagskritikk	Vestlandsposten		1886									nynorsk		Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3279	Hanssen	Torjus	mann			dagskritikk	Vestlandsposten		1887			35						nynorsk		Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3280	Litlere	Mons	mann			dagskritikk	Firda og Sygnafylkets avis		1887			2						nynorsk		Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3281	Larsen	Bolette C. Pavels	kvinne			dagskritikk	Bergens Tidende		1887			289								Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
3282	anonym		ukjent			artikkel, debatt	Søndre Bergenhus Kirkeblad		1887			35							Boka vakte forargelse i forfatterens hjembygd	Tvedt	Jens		mann	Skuggar og sol-glytt	Stavanger	1886	kortprosa	nynorsk	novelle
