lov_id	sprak	created_at	updated_at	tittel	kort_tittel	oversetter	bibsys	url	note	inote	utgave
579	ENG	02-JUL-09	02-JUL-09	Regulation concerning the carriage of dangerous cargoes on cargo ships and barges				for-20060629-0786-eng.pdf			Amended 29 June 2007
580	ENG	14-JAN-16	14-JAN-16	Regulations relating to suitability assessment in higher education		Ministry of Education and Research		https://www.regjeringen.no/en/dokumenter/regulations-relating-to-suitability-asse/id640019/			
581	ENG	14-JAN-16	14-JAN-16	Regulations on Compulsory Abstinence from Alcohol etc., for Personnel performing Tasks related to Safety on Railways, including Tramways, Underground Railways and Suburban Railways etc.	Abstinence Regulations	Ministry of Transport and Communications		https://www.regjeringen.no/en/dokumenter/Regulations-on-Compulsory-Abstinence-fro/id469904/			
582	ENG	13-JAN-16	13-JAN-16	Regulation relating to an environment fee for visitors to Svalbard		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/environment-fee/id512077/			
583	ENG	04-JAN-08	04-JAN-08	Regulation concerning trial programme of legal mediation for land consolidation courts				for-20070122-0080-eng.pdf			
584	ENG	14-DEC-12	14-DEC-12	Regulations concerning admission to higher education		Ministry of Education and Research		http://www.regjeringen.no/upload/KD/Vedlegg/UH/forskrifter/Regulations_Admission_HigherEducation.pdf			With amendments of 2009-01-31- no. 1393
585	ENG	13-JAN-16	13-JAN-16	Regulations relating to grants from the Svalbard Environmental Protection Fund		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/grants-svalbard-envrionment-fund/id750407/			
586	ENG	06-JUL-09	06-JUL-09	Regulation concerning hours of work and rest on board Norwegian passenger and cargo ships, etc.				for-20070626-0705-eng.pdf			
587	ENG	04-SEP-09	30-JUN-15	Regulation on regulated markets	Stock Exchange Regulations			http://www.oslobors.no/ob_eng/obnewsletter/download/8cad89af833b6fa6d248246dae615c73/file/file/The_Stock_Exchange_Regulations.pdf			Translation updated August 2008
588	ENG	04-SEP-09	30-JUN-15	Regulations to the Securities Trading Act	Securities Trading Regulations			http://www.finanstilsynet.no/Global/English/Laws_and_regulations/Securities_market/Regulations_Securities_Trading_Act.pdf			Translation update: December 2013
589	ENG	03-FEB-09	03-FEB-09	Regulation concerning investigation, stopping and boarding of foreign ships in the event of suspicion of an environmental violation				for-20070702-0850-eng.pdf			
590	ENG	10-FEB-09	10-FEB-09	Regulation concerning the determination and implementation of violation fines pursuant to the Act of 16 February 2007 no. 9 relating to Ship Safety and Security (the Ship Safety and Security Act) sections 55 and 56				for-20070702-0852-eng.pdf			
591	ENG	04-JUN-13	04-JUN-13	Regulation governing continental shelf operations - commercial air traffic to and from helidecks on offshore installations and vessels				http://www.lovdata.no/for/sf/sd/td-20071026-1181-017.html			With amendments issued 28th January 2008
592	ENG	10-FEB-09	10-FEB-09	Regulation concerning fees for the issue of certificates and endorsements to maritime personnel				for-20071123-1319-eng.pdf			
593	ENG	20-JUL-10	07-JAN-16	Regulation relating to exemptions from the Limited Liability Act section 8-10 and the Public Limited Liability Companies Act section 8-10				http://bibsys-primo.hosted.exlibrisgroup.com/UBO:default_scope:BIBSYS_ILS71484557440002201	Den norske revisorforening (The Norwegian Institute of Public Accountants) may provide an electronic version		Updated as per July 2013
594	ENG	30-SEP-10	28-NOV-16	Regulations to the Norwegian Patents Act	The Patent Regulations			https://www.patentstyret.no/en/norwegian-patent-regulations			
595	ENG	23-FEB-18	23-FEB-18	Regulations on Risk Management and Internal Control				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/regulations-on-risk-management-and-internal-control.pdf			
596	ENG	03-SEP-09	03-SEP-09	Regulation on public administration of branches of banks with their head offices in foreign countries				http://www.kredittilsynet.no/Global/English/Laws_and_regulations/Banking_finance/Regulation_Public_Administration_Branches_Banks.pdf			
597	ENG	05-DEC-13	05-DEC-13	Regulations to Act on customs duties and movement of goods	Customs Regulations	Directorate of Customs and Excise		http://www.toll.no/upload/Lov_Forskrift/Regulations_to_the_Act_on_Customs_Duties_and_Movement_of_Goods_Curstoms_Regulations.pdf			With current amendments
598	ENG	22-DEC-14	22-DEC-14	Regulations on tuberculosis control		Ministry of Health and Care Services		for-20090213-0205-eng.pdf	Translation of December 2014		Last amended by For-2014-05-23-667
599	ENG	03-SEP-09	09-JAN-21	Regulations concerning measures to combat money laundering and the financing of terrorism, etc.				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/money-laundering-regulations-2009.pdf			Translation as of April 2009
600	ENG	03-SEP-09	09-JAN-21	Regulations concerning the Supervisory Board for Measures to Combat the Laundering of the Proceeds of Crime				https://www.finanstilsynet.no/globalassets/laws-and-regulations/regulations/supervisory-board-regulations-money-laundering-2009.pdf			Translation as of April 2009
601	ENG	13-JAN-16	13-JAN-16	Regulations relating to the Norwegian State Finance Fund.		Ministry of Finance		https://www.regjeringen.no/en/dokumenter/regulations-relating-to-the-norwegian-st/id560619/			
602	ENG	04-FEB-11	04-FEB-11	Regulations concerning general authorisations for the use of radio frequencies				http://www.npt.no/ikbViewer/Content/103810/Regulations_concerning_general_authorisations_for_the_use_of_radio_frequencies.pdf			
603	ENG	11-FEB-10	11-FEB-10	Regulations regarding reporting and reconciliation of cash flow from petroleum activities		Ministry of Petroleum and Energy		for-20090626-0856-eng.pdf			
604	ENG	18-APR-18	18-APR-18	Construction Client Regulations	Construction Client Regulations			https://lovdata.no/dokument/SFE/forskrift/2009-08-03-1028			
605	ENG	01-SEP-10	01-SEP-10	Regulations on support for audiovisual productions				for-20090907-1168-eng.pdf			With amendments of 16 April 2010 no. 526
606	ENG	07-JUL-11	15-SEP-14	Regulations on the entry of foreign nationals into the Kingdom of Norway and their stay in the realm	Immigration regulations	Ministry of Justice		http://www.regjeringen.no/upload/JD/Vedlegg/Forskrifter/Immigration_Regulation.pdf			Translation: November 2010
607	ENG	28-MAY-10	15-SEP-14	Regulations issued pursuant to the Minerals Act		Ministry of Trade and Industry		for-20091223-1842-eng.pdf			Translation as of 17th February 2011
608	ENG	20-JAN-16	20-JAN-16	National Curriculum Regulations for Differentiated Primary and Lower Secondary Teacher Education Programmes for Years 1  7 and Years 5  10		Ministry of Education and Research		https://www.regjeringen.no/en/dokumenter/national-curriculum-regulations-for-diff/id594357/			
609	ENG	30-SEP-10	28-NOV-16	Trademark Regulations				https://www.patentstyret.no/en/norwegian-trademark-regulations			
610	ENG	21-FEB-11	15-SEP-14	Regulations concerning maps of underground and opencast mining facilities		Ministry of Trade and Industry		for-20101220-1784-eng.pdf			Translation as of 17th February 2011
611	ENG	28-JUN-18	28-JUN-18	Regulations concerning Organisation, Management and Employee Participation	Regulations concerning Organisation, Management and Employee Participation			https://lovdata.no/dokument/SFE/forskrift/2011-12-06-1355			
612	ENG	28-JUN-18	28-JUN-18	Regulations concerning the design and layout of workplaces and work premises	The Workplace Regulations			https://lovdata.no/dokument/SFE/forskrift/2011-12-06-1356			
613	ENG	28-JUN-18	28-JUN-18	Regulations concerning the performance of work, use of work equipment and related technical requirements	Regulations concerning the Performance of Work			https://lovdata.no/dokument/SFE/forskrift/2011-12-06-1357			
614	ENG	28-JUN-18	28-JUN-18	Regulations concerning the construction, design and production of work equipment and chemicals	The Producer Responsibility Regulations			https://lovdata.no/dokument/SFE/forskrift/2011-12-06-1359			
615	ENG	28-JUN-18	28-JUN-18	Regulations concerning administrative arrangements within the area of application of the Working Environment Act	Regulations concerning Administrative Arrangements			https://lovdata.no/dokument/SFE/forskrift/2011-12-06-1360			
616	ENG	07-FEB-14	07-FEB-14	Regulations relating to elcertificates		Statsnett		http://www.statnett.no/Global/Dokumenter/Kraftsystemet/Elsertifikater/English%20unofficial%20translation%20of%20Norwegian%20regulation%20elcertificates.pdf			
618	SPA	10-JUL-13	19-MAY-14	Reglamento sobre la Tarifa de tasas aplicables por las Misiones del Servicio Exterior de Noruega				for-20130125-0058-spa.pdf			As amended of 20th December 2013 no 1667
618	ENG	10-JUL-13	16-JAN-14	Regulations relating to the table of fees for Norwegian diplomatic and consular missions laid down by Royal Decree				for-20130125-0058-eng.pdf			As amended of 20th December 2013 no 1667
619	ENG	13-JAN-16	13-JAN-16	Regulation for universal design of information and communication technology (ICT) solutions		Ministry of Local Government and Modernisation		https://www.regjeringen.no/en/dokumenter/regulation-universal-design-ict/id731520/			
620	ENG	13-JAN-16	13-JAN-16	Regulations relating to large nature conservation areas and bird reserves in Svalbard as established in 1973		Ministry of Climate and Environment		https://www.regjeringen.no/en/dokumenter/regulation-nature-consrevation-areas-bird-reserves-svalbard/id2355095/			
621	SPA	23-JUL-14	23-JUL-14	Reglamento sobre las tasas aplicables por las misiones del servicio exterior de Noruega		Ministry of Foreign Affairs		for-20140620-0780-spa.pdf			
621	FRE	23-JUL-14	23-JUL-14	Règlement relatif aux droits applicables par les missions diplomatiques et consulaires		Ministry of Foreign Affairs		for-20140620-0780-fre.pdf			
621	ENG	23-JUL-14	23-JUL-14	Regulations relating to fees payable at Norway's diplomatic and consular missions		Ministry of Foreign Affairs		for-20140620-0780-eng.pdf			
622	ENG	13-JAN-16	13-JAN-16	Regulations of 30 January 2015 No. 72 on Intercountry Adoption		Ministry of Children, Equality and Social Inclusion		https://www.regjeringen.no/en/dokumenter/forskrift-om-adopsjon-av-barn-fra-utlandet/id2424690/			
624	ENG	18-APR-18	18-APR-18	Regulations relating to requirements for cash register systems	The Cash Register Systems Regulations			https://lovdata.no/dokument/SFE/forskrift/2015-12-18-1616			
625	ENG	18-APR-18	18-APR-18	Regulation on documentation, case handling and compensation following natural damage	The Natural Damage Compensation Regulation			https://lovdata.no/dokument/SFE/forskrift/2016-07-07-904			
626	ENG	18-APR-18	18-APR-18	Regulation relating to the protection of traditional knowledge associated with genetic material	Regulation on protection of traditional knowledge associated with genetic material			https://lovdata.no/dokument/SFE/forskrift/2016-11-25-1367			
