"id","user_id","year","title","bibsys_objektid","report_type","pub_type","series","volume","publisher","publication_place","issn","isbn","journal","booktitle","number","chapter","edition","school","note","abstract","url","doi","crossref","pages","public","keywords","public_note","private_note"
1621,17,"2015","Kafkas 5 teser om Lovspråk: om hvordan lovens lovhet påvirker lovspråket","578324","","Article","","7","","","1891-5108","","Sakprosa","","2","","","","","I Kafkas fortelling «Foran loven» kommer en mann til loven. Foran lovens åpne port står en portvokter. Mannen og vokteren er ikke jevnbyrdige. Mannen er «en mann fra landet» og kommer ikke fra der hvor loven lages og voktes. Vokteren er en del av loven. Han er pelskledd, et tegn på sosial status og står der med det «lange glisne sorte tartariske skjegget» som en av embetsverkets fjerne mandariner. Lovspråket utøver makt. Det forbyr, påbyr, tillater og fritar. Uansett hvor vennlig og forlokkende budskapet pakkes inn er det likefulltet maktbudskap. Loven innbyr ikke til diskusjon eller refleksjon, og kommunikasjonen med loven er ikke en kommunikasjon mellom likeverdige. Med loven føres ingen samtale. Dette er Kafkas første tese om lovspråket: Lovkommunikasjonen preges av ujevnbyrdighet mellom avsender og mottaker.","https://www.journals.uio.no/index.php/sakprosa/article/view/1313/1297","10.5617/sakprosa.1313","","1-5",1,"[""demokrati"",""rettsretorikk"",""klarspråk ""]",NULL,NULL
1613,16,"2016","Habermas og strategisk kommunikasjon : et løsningsorientert blikk på Habermas' språksyn og dets konsekvenser for retorikk","605640","","Article","","19/20","","","1397-0534","","Rhetorica Scandinavica","","3/1","","","","","Denne artikkelen er et bidrag til den orientering retorikken som vitenskap har hatt mot samfunnsvitenskapelige og sosialfilosofiske retninger – nærere bestemt mot offentlighetsteori, deliberativt demokrati og enkelte retninger innen sosiologi. Artikkelen tar for seg Habermas språkfilosofi, som formulert i The Theory of Communicative Action (1984). Hovedargumentet i artikkelen er at Habermas’ teorier og kategorier er nyttige for retorikkfaget. De knytter vurderingen av ytringer tettere opp mot toneangivende demokratiteori, i tillegg til å tilby supplerende eller bærende verktøy i de konkrete retoriske analyser. For at teoriene og kategoriene skal bli nyttige, er det imidlertid nødvendig med visse grep og justeringer. Hovedgrepene består i å behandle forholdet mellom konseptene ‘strategisk’ og ‘kommunikativ’ som et glidende kontinuum fremfor en streng dikotomi, å anerkjenne kategorienes iboende normativitet, samt å veksle mellom en deskriptiv og en normativ posisjon. Artikkelen ser disse teoriene i lys av diskusjonen rundt det norske forbudet mot politisk reklamefilm.","","","","94-111",1,"[""argumentasjon"",""retorikk"",""strategisk og kommunikativt språk"",""Habermas""]",NULL,NULL
1615,16,"2014","Legitimeringsretorikken rundt offentlige institusjoner i Skandinavia","566880","","Article","","18","","","1397-0534","","Rhetorica Scandinavica","","1-2","","","","","I denne artikkelen diskuterer jeg hva som kjennetegner legitimerings­retorikken rundt utvalgte offentlige institusjoner i Skandinavia under 2000-tallet. Jeg angriper legitimeringsretorikken som del av et mer omfattende legitimeringsarbeid, og undersøker hvordan retorikken henger sammen med de nasjonale kulturelle repertoarer. Jeg har selv gjennomført analyser av legitimeringsretorikken rundt allmennkringkasterinstitusjonene NRK og SVT og det norske Vinmonopolet, og trekker i tillegg på forskning relatert til legitimeringen av andre offentlige institusjoner i Skandinavia. Jeg viser gjennom artikkelen hvordan repertoarteori, slik den forekommer i amerikanske kultursosiologi og fransk ny-pragmatisme, lar seg anvende i retoriske analyser av legitimering av offentlige institusjoner.","","","","57-75",1,"[""repertoarteori"",""legitimeringsretorikk"",""offentlige institusjoner""]",NULL,NULL
1616,16,"2014","Kunsten å gjøre ingenting, men være alt : nordiske statsministres profilbilder på Facebook","566879","","Article","","18","","","1397-0534","","Rhetorica Scandinavica","","1-2","","","","","","","","","35-56",1,"[""Sosiale medier"",""multimodalitet "",""Politisk kommunikasjon"",""visuell kommunikasjon""]",NULL,NULL
1617,16,"2016","Fra James Joyce til James Bond. Umberto Eco som sakprosaforfatter","610337","","Article","","22","","","0805-276X","","Prosa","","5","","","","","","http://prosa.no/essay/fra-james-joyce-til-james-bond-sakprosaforfatteren-umberto-eco/","","","[6]-13 : ill., port.",1,"[""forfatterskap"",""kultursemiotikk"",""oversettelse"",""Umberto Eco""]",NULL,NULL
1618,16,"2016","Vidåpne dører til vitenskapen? : Âpen tilgang i teori og praksis","610361","","Article","","22","","","","","Prosa","","6","","","","","","http://prosa.no/essay/vidapne-dorer-til-vitenskapen-apen-tilgang-i-teori-og-praksis/","","","34-37",1,"[""Open Access"",""vitenskapelig publikasjon""]",NULL,NULL
1619,16,"2016","Vi trenger et presist fagspråk","604753","","Article","","22","","","","","Prosa","","4","","","","Kommentar til artikkelen: Et fag på ville veier / Cathrine Krøger","","http://prosa.no/essay/vi-trenger-et-presist-fagsprak/","","","24-29",1,"[""læremidler"",""fagspråk"",""akademisk diskurs""]",NULL,NULL
1625,17,"2018","Diskurser om de andre, identitet og norskhet","106426255","","Article","","10","","","Sakprosa","","Sakprosa","","1","","","","","Artikkelen analyserer debatten i et utvalg norske riksaviser, etter lanseringen av Brochmann II-rapporten (1. februar 2017). Brochmann II-utvalgets mandat var å utrede virkningen av høy innvandring for samfunnsøkonomien og for videreutvikling av tillit og samhold i samfunnet. Hovedspørsmålet i analysen er Hvilke diskurser om norskhet og tilhørighet kan identifiseres i pressedebatten som fulgte offentliggjøringen av Brochmann II-rapporten? Innvevd i denne problemstillingen er drøfting av begreper som etnisitet og norsk kultur, om kriterier for tilhørighet til det norske/nasjonen. Disse kommer åpent eller mer subtilt til uttrykk i 37 presseartikler som handler om norskhet og tilhørighet, idet debattantene dels ser på kultur som en ‘tykk’, stabil størrelse, dels som en ’tynn’ mer dynamisk størrelse. Artikkelen gir en kort oversikt over debatten og hvem som deltar, og viser at når norskheten settes under lupen, er det i overveiende grad i opinionsartikler. De viktigste diskursene i materialet er en anti-essensialistisk dynamisk kulturdiskurs – i kontrast til en problematisk innvandring-diskurs. Begge trekker på eldre, tidligere kartlagte diskurser, men i det analyserte materialet er det få spor av ‘bindestreks-identiteter’ (jf. norsk-somalisk o.l.); i stedet handler det her om å være (eller ikke være) norsk. En rekke personer med minoritetsbakgrunn deltar i debatten og understreker sin norske identitet. Under de ulike diskursene skimter vi en diagnosekollisjon – en uenighet, knyttet til verdistandpunkt, om tilstanden i det norske samfunnet.","https://www.journals.uio.no/index.php/sakprosa/article/view/5598","10.5617/sakprosa.5598","","1-40",1,"[""diskursanalyse"",""ideologi"",""nasjonalisme"",""offentlighet"",""politikk"",""sakprosaanalyse""]",NULL,NULL
1626,17,"2018","Vurdering for læring – en trojansk hest i skolen?","","","Article","","10","","","1891-5108","","Sakprosa","","2","","","","","Artikkelen undersøker hvordan gevinster ved evaluering og vurdering fremstilles i en autorativ OECD-tekst som evaluerer norsk skole. Undersøkelsen benytter kritisk diskursanalyse som metodisk utgangspunkt og trekker fram tre ulike praksiser knyttet til virksomheten i skolen i denne sammenhengen: Utdanningspolitisk forvaltningspraksis, pedagogisk praksis og forskningspraksis. Analysen viser at tekstens rekkevidde og utøvelse av autoritet går ut over den utdanningspolitiske forvaltningspraksis den er del av og også griper inn i skolens pedagogiske praksis. Dette skjer ved å skape legitimitet gjennom forskningspraksis, knyttet til fenomenet vurdering for læring. Drøftingen handler om i hvilken grad evalueringstekster mer allment bidrar til å endre handlingsrommet til aktørene i skolesystemet, og om hvilke muligheter aktørene som opererer innenfor den pedagogiske praksis har til å bevare sin autonomi under påvirkning av resultat- og målstyringstenkningen som preger New Public Management-paradigmet.","https://www.journals.uio.no/index.php/sakprosa/article/view/6023","10.5617/sakprosa.6023","","1-35",1,"[""diskursanalyse"",""læreplaner"",""pedagogikk"",""sakprosaanalyse"",""skole og utdanning"",""kunnskapsløftet"",""offentlige institusjoner"",""vurderingstekster""]",NULL,NULL
1645,17,"2015","Mot en evidensbaserad språkvård? En kritisk granskning av några svenska klarspråksråd i ljuset av forskning om läsbarhet och språkbearbetning","noart1500578321","","Article","","7","","","1891-5108","","Sakprosa","","2","","","","","Den svenska språklagens (SFS 2009:600) formulering av att offentligt språk ska vara vårdat, enkelt och begripligt har aktualiserat frågan om hur myndighetstexter ska vara utformade för att innehållet ska komma så många medborgare som möjligt till godo. Såväl Språkrådet som privata företag erbjuder därför utbildningar i och råd om att skriva begripliga texter. En viktig fråga att ställa sig för såväl forskare som praktiker inom fältet är om det finns någon, och i så fall vilken, evidens för att de språkråd som tillämpas där är valida. I den här artikeln granskar jag ett antal språkråd på ord- och meningsnivå och försöker spåra deras ursprung. Några problem som framkommer är att mycket av den forskning råden bygger på enbart behandlar engelska, huvudsakligen ur ett transformationsgrammatiskt perspektiv, att ny forskning som modifierar ursprungsexperimentens resultat inte lett till förändringar av råden samt att resultat från studier av avgränsade ord och meningar generaliseras till textförståelse i kontext. Slutligen har vissa resultat feltolkats på vägen och lett till råd som är direkt missvisande. Två av de undersökta råden verkar ha en högre validitet än de övriga: att skriva – för mottagaren – vanliga ord och att undvika att skapa alltför komplexa meningar genom bisatsinskott.","https://journals.uio.no/sakprosa/article/view/983","10.5617/sakprosa.983","","1-17",1,"[""grammatikk"",""kommunikasjonsteori"",""offentlighet"",""opplysning"",""språknormering"",""allmenn dannelse"",""klarspråk "",""veiledning"",""kunnskapsformidling"",""lese-og skriveforskning""]",NULL,NULL
1627,17,"2018","Kartlegging, kos og kontroll. En kritisk analyse av TRAS-skjemaet som multimodal tekst","","","Article","","10","","","1891-5108","","Sakprosa","","2","","","","","I løpet av de siste 15 åra har skjemabasert kartlegging av barns språkutvikling blitt vanlig i norske barnehager, noe som har skapt mye samfunnsdebatt. Det mest brukte verktøyet kalles TRAS, der TRAS-skjemaet er den sentrale komponenten, og derfor har stor innflytelse. Artikkelen undersøker TRAS-skjemaet som multimodal tekst fra et kritisk diskursanalytisk perspektiv, med fokus på hvordan skjemaets multimodale utforming posisjonerer skjemabrukerne til å innta bestemte holdninger, forståelsesmåter og roller. Artikkelen identifiserer fem henvendelsesmåter – faglighetsformende, kontrollerende, barnliggjørende, refleksjonsretta og byråkratiorienterte henvendelser – og presenterer kritiske analyser av hvordan de fem henvendelsesformene kommer til uttrykk og former den sosiale relasjonen mellom skjemaprodusent og skjemabrukere. Den avsluttende diskusjonen argumenterer for at TRAS-skjemaets utforming gir lite tillit til barnehagelærerprofesjonen, at det er utforma som et måleredskap snarere enn som et observasjonsverktøy, og at det har et multimodalt format som gjør skjemat særlig velegnet for kommunikasjon til utdanningsbyråkratiet.","https://www.journals.uio.no/index.php/sakprosa/article/view/5998","10.5617/sakprosa.5998","","1-34",1,"[""barn og ungdom"",""didaktikk"",""diskursanalyse"",""modelleser"",""pedagogikk"",""sakprosaanalyse"",""multimodalitet "",""vurderingstekster"",""språkinnlæring""]",NULL,NULL
1628,17,"2018","Planken som forsvann. Ein analyse av avgangsprøva i norsk gjennom 50 år","","","Article","","10","","","1891-5108","","Sakprosa","","2","","","","","Alle elevar i den norske grunnskulen kan bli trekte ut til å gjennomføre avgangsprøva i norsk. I læreplanane legg ein vekt på at elevane skal få opplæring ut frå eigne føresetnader og det er derfor interessant å undersøke korleis dette kjem til uttrykk i avgangssprøvene. Materialet er avgangsprøvene frå 1967 til 2017 – altså femti prøvesett. Lesing og skriving har stått sentralt i heile perioden, men faget har også ein eigen kunnskapskomponent som elevane blir prøvd i. Materialet er omfattande og variert, men eg har likevel sett trekk som gjer det mogeleg å peike på tre karakteristiske evalueringspraksisar som til dels følgjer etter kvarandre i tid: Tilpassa regulering er kjenneteikna av skulen tek ansvaret for at den enkelte blir presentert for passande oppgåver. Tilrettelagt valfridom er kjenneteikna av at elevane får valfridom til sjølv å finne passande oppgåver. Krevjande likebehandling er ein praksis der ein legg lista like høgt for alle  gjennom å snevre inn valfridomen. Hovudkonklusjonen er at interessa for å gje også svake elevar ein mogelegheit til å lukkast ut frå sine føresetnader, har blitt mindre over tid.","https://www.journals.uio.no/index.php/sakprosa/article/view/5971","10.5617/sakprosa.5971","","1-36",1,"[""lesing"",""norskfaget"",""sakprosaanalyse"",""skole og utdanning"",""skolestiler"",""skriving"",""Undervisning"",""vurderingstekster"",""eksamenstekster""]",NULL,NULL
1629,17,"2018","Mellom kunnskapsdiskurs og sosial diskurs: Ukeplaner som sjanger og vurderingspraksis","","","Article","","10","","","1891-5108","","Sakprosa","","2","","","","","Denne artikkelen undersøker ukeplanen slik den brukes og forstås i kommunikasjonen mellom skole og hjem i barneskolen i Norge. Vi ser ukeplanen som en type funksjonell sakprosa som er svært utbredt, og analyserer hvordan sjangeren ukeplan er utformet, hvilke funksjoner den fyller, og hvordan den posisjonerer barn og foresatte i forhold til skolens vurderingsarbeid. Analysen omfatter 34 ukeplaner samlet inn fra 12 skoler med spredning i geografi og klassetrinn. Ukeplanene er utpreget multimodale tekster, og utformingen analyseres i form av meningsklynger som danner mønstre av obligatoriske og valgfrie elementer. Basert på kritisk diskursanalyse undersøkes ukeplanen som en sjanger som gjør elever og foresatte til medansvarlige i skolens læringsarbeid. Analysen viser to delvis konkurrerende diskurser, en som handler om skolens kunnskapssyn og en sosial diskurs som handler om fellesskap og tilhørighet. På bakgrunn av en drøfting av forholdet mellom disse to slik de fremkommer i ukeplanene, diskuterer vi hvilke ideologiske føringer som ligger til grunn, og her viser vi først og fremst til New Public Management som styringsideologi.","https://www.journals.uio.no/index.php/sakprosa/article/view/6005","10.5617/sakprosa.6005","","1-36",1,"[""diskursanalyse"",""sakprosaanalyse"",""skole og utdanning"",""vurderingstekster""]",NULL,NULL
1630,17,"2018","Ukeprøva – en sentral, men uutforska teksttype i skolen","","","Article","","10","","","1891-5108","","Sakprosa","","2","","","","","I artikkelen presenteres karakteristiske trekk ved ukeprøva, som brukes som del av skolens vurderingsarbeid. Ukeprøva er en mye brukt teksttype som er gjenstand for sterk debatt, både i og utenfor skolen. Studien er basert på nærstudium av et materiale som består av 42 ukeprøver, med særlig vekt på innholdsmessige, formmessige og funksjonelle trekk. Resultata av analysen presenteres i to hoveddeler. Først anlegges et heilhetsperspektiv med vekt på gjennomgående fellestrekk der en gjør greie for fire typiske komponenter og tre ukeprøvetyper. Deretter anlegges et fagperspektiv med vekt på interessante funn for hvert av de seks faga som forekommer på ukeprøvene i materialet. Hovedfunnet er at det er ganske stor variasjon når det gjelder form og innhold, men at variasjonen er mindre når det gjelder funksjon. De fleste oppgavene er lukka kortsvarsoppgaver med tydelig kontrollfunksjon. Etter ei kort drøfting av prøvas betydning i skolesammenheng settes ukeprøva som teksttype inn i en videre samfunnssammenheng.","https://www.journals.uio.no/index.php/sakprosa/article/view/5968","10.5617/sakprosa.5968","","1-41",1,"[""læreplaner"",""sakprosaanalyse"",""kunnskapsløftet"",""Undervisning"",""vurderingstekster"",""dannelse"",""fagdidaktikk""]",NULL,NULL
1631,17,"2018","Unge retorar i Lofoten: Ein Toulmin-inspirert argumentasjonsanalyse av ein klasseromsdebatt","","","Article","","10","","","1891-5108","","Sakprosa","","3","","","","","Emnet for denne artikkelen er ungdomskulelevars retoriske kompetanse, slik denne kjem fram i ein klasseromsdebatt om oljeutvinning i Lofoten-området. Klasseromsdebatten var førebudd via gruppearbeid der elevane tok utgangspunkt i tre ulike scenario om oljeutvinning i Lofoten-området. Det sentrale forskingsspørsmålet i artikkelen er kva argumentasjonskompetanse elevane syner i form av å byggje resonnement saman. Den analytiske tilnærminga er ein argumentasjonsanalyse med utgangspunkt i Toulmins argumentasjonsmodell (Toulmin 2003 [1958]). Kva potensial den monologiske Toulmin-modellen har som analysereiskap av dialogisk argumentasjon, er også eit forskingsspørsmål i artikkelen.\n\nAnalysen syner at elevane som deltok i denne klasseromsdebatten saman forma eit koherent hovudresonnement med ein tydeleg mot-argumentasjon. Analyseresultata tyder på at elevar i 8. klasse er i stand til å forme ganske komplekse resonnement saman, men at dette føreset god didaktisk tilrettelegging. Resultata viser også at Toulmin-modellen er eigna til å beskrive aktiv debatt blant elevar i ein klasseromssituasjon, og at modellen let seg integrere i eit dialogisk perspektiv på undervisning og språkleg samhandling.","https://www.journals.uio.no/index.php/sakprosa/article/view/6167","10.5617/sakprosa.6167","","1-34",1,"[""argumentasjon"",""demokrati"",""didaktikk"",""muntlige tekster"",""politikk"",""retorikk"",""sakprosaanalyse"",""retorisk analyse"",""humaniora i skolen"",""topos"",""dannelse""]",NULL,NULL
1632,17,"2019","Monologiske miljødialoger – Ole Mathismoen og Jenny Jordahls tegneserie Grønne greier – Monological Envionmental Dialogues – Ole Mathismoen and Jenny Jordahl's Comic Grønne greier","","","Article","","11","","","1891-5108","","Sakprosa","","3","","","","","Grønne greier. Om natur og miljø og sånn (2018) av miljøjournalist Ole Mathismoen og illustratør Jenny Jordahl er en samling ensides tegneserier fra Aftenposten junior der karakterene Ole og Jenny samtaler om ulike temaer knyttet til natur og miljø. I denne artikkelen undersøker jeg hvordan teksttypen dialog blir brukt for å presentere en slik tematikk for unge lesere. Jeg argumenterer for at dialogen er en teksttype med et stort potensial for å skape tekster som er dialogiske i bakhtinsk forstand, og en dialogisk framstilling av miljøtematikk er ifølge forskning om utdanning for bærekraftig utvikling viktig for å forberede barn og unge på å møte framtidens utfordringer. Grønne greier er imidlertid en utpreget monologisk tekst. De to karakterene representerer det samme perspektivet på miljøspørsmålene, og alternative perspektiver blir i stor grad holdt utenfor. Konsekvensen av dette kan være at boka motvirker sine egne uttalte ambisjoner om å inspirere og lære barn og unge hvordan de kan leve mer miljøvennlige liv.","https://journals.uio.no/index.php/sakprosa/article/view/6536","10.5617/sakprosa.6536","","1-34",1,"[""barn og ungdom"",""dialogisme"",""flerstemmighet"",""kommunikasjonsteori"",""narrativer"",""sakprosaanalyse"",""Samtale"",""tegneserie"",""allmenn dannelse"",""sakprosa for barn"",""klimakommunikasjon""]",NULL,NULL
1633,17,"2019","Hvordan lages barn? Bildebøker for barn om hvordan barn blir til – How to Make Children? Picturebooks for Children About How to Make A Baby","","","Article","","11","","","Sakprosa","","Sakprosa","","3","","","","","I denne artikkelen analyseres fire bildebøker for barn der temaet er hvordan barn blir til. Målet er å undersøke hvordan voksensamfunnet formidler dette tilsynelatende tabubelagte og sensitive emnet til små barn gjennom verbal-språk og bilde. Spørsmålene som besvares i analysen, er: Hvilke litterære strategier benyttes i de fire bildebøkene for å informere om hvordan barn blir til, og hva kan en analyse av bilde og verbalspråk av utvalgte oppslag si om fordelingen av informasjon i de to modalitetene? De fire bøkene er Slik får man et barn av Per Holm Knudsen (1971), Hvor ble det av Benny? av Nicholas Allan (2004), Da Emma ble Emma - historien om hvordan et barn blir til av Peter Gotthardt og Kirsten Raagaard (2009) og Hvordan lager man en baby? av Anna Fiske (2019). I analysen undersøker vi i hvilken grad fortelling er brukt som en strategi for å formidle emnet, mens de utvalgte oppslagene analyseres ut fra et sosialsemiotisk rammeverk. Det viser seg at tre av bøkene har en tydelig fortellingsstruktur om enn på ulik måte. Analysen av oppslagene viser at det sannsynligvis er enklere å ta opp seksualitet gjennom modaliteten verbalspråk enn gjennom bilde. Funnene samsvarer med annen forskning på bildebøker om seksualitet.","https://journals.uio.no/index.php/sakprosa/article/view/6549","10.5617/sakprosa.6549","","1-32",1,"[""familie"",""barnelitteratur"",""sakprosa for barn"",""multimodalitet "",""seksualitet"",""litterære strategier""]",NULL,NULL
1634,17,"2019","Hvordan kan vi analysere sakprosa for barn og unge? – How Can we Analyse Information Texts for Children and Young Adults?","","","Article","","11","","","Sakprosa","","Sakprosa","","3","","","","","I flere tiår har den beste sakprosaen for barn og unge vært premiert både nasjonalt og internasjonalt. Det hevdes også at de mest innovative bildebøkene de siste tretti år er å finne blant de som formidler viten om verden. Til tross for priser og originalitet har det barnelitterære forskningsfeltet i liten grad gitt plass til nærmere undersøkelser av sakprosa for barn og unge og til å utvikle analyseverktøy å møte den med.\n\nFor å bidra til økt forskningsbasert kunnskap om hvordan sakprosa for barn og unge kan analyseres, gir jeg i første del av artikkelen en oversikt over de verbale og visuelle strategiene for kunnskapsformidling som den internasjonale forskningslitteraturen fremhever som særmerkte for denne sakprosaen. På bakgrunn av forskningsgjennomgangen foreslår jeg så et analyseverktøy til bruk i studier av sakprosa for barn og unge. I andre del prøver jeg ut dette analyseverktøyet i møte med tre av bøkene som i 2017 ble kjøpt inn gjennom Kulturrådets innkjøpsordning for ny sakprosa for barn og unge. Analysene av de tre bøkene viser at de alle legger til rette for at leserne aktivt kan engasjere seg og delta i kunnskapsfeltet gjennom varierte måter å organisere og presentere kunnskap på.","https://journals.uio.no/index.php/sakprosa/article/view/6531","10.5617/sakprosa.6531","","1-27",1,"[""forskningsformidling"",""metode"",""sakprosaanalyse"",""sakprosa for barn"",""visuell kommunikasjon"",""litterære strategier"",""kunnskapsformidling"",""barn og unge""]",NULL,NULL
1637,17,"2016","I skyggen av skjønnlitteraturen : en litteratursosiologisk undersøkelse av Kulturrådets innkjøpsordning for ny norsk sakprosa for barn og unge","BIBSYS_ILS71541790510002201","","Mastersthesis","","","Universitetet i Oslo, Institutt for litteratur, områdestudier og europeiske språk","Oslo","","","","","","","","Universitetet i Oslo","Masteroppgave i litteraturformidling - Universitetet i OsIo, Institutt for litteratur, områdestudier og europeiske språk, 2016","Innkjøpsordninga for ny norsk sakprosa for barn og unge blei oppretta i 1996, med formål om å styrke den nye norske sakprosaen for barn og unge. Bakgrunnen var at feltet var dominert av masseproduserte, kommersielle oversettelser. Tjue år seinere er situasjonen i utgivelsesbildet fortsatt påfallende lik. Kritiske røster karakteriserer innkjøpsordninga for ny norsk sakprosa for barn og unge som marginal og nærmest betydningslaus. Hva slags betydning har den nevnte ordninga hatt? Hensikten med oppgaven er å kartlegge og analysere hvordan innkjøpsordninga for ny norsk sakprosa for barn og unge har påvirka aktørene og utgivelsene. Hva er grunnen til at bokgruppa ikke har vokst i samme takt som den øvrige barne- og ungdomslitteraturen? Undersøkelsen tar form av kvalitative forskningsintervjuer og en kvantitativ analyse av titlene som har blitt meldt på ordninga. Funnene viser at emneområdene naturvitenskap, historie, kunst og fritid i stor grad råder blant innkjøpene. Utgivelser for ungdommer dominerer både i innkjøpte titler og priser. Det kan tyde på at litteratur med et høgere intellektuelt nivå vurderes som kvalitativt bedre, noe som kan gå på bekostning av utvalget for den yngre målgruppa. Sakprosaen for barn og unge er ofte ansett som mindre litterær og kunstferdig enn skjønnlitteraturen. Bokgruppa kan sies å befinne seg i utkanten av det litterære kraftsentrum når det gjelder anseelse og oppmerksomhet. I tillegg er produksjonskostnadene svært høge, og salgsinntektene tilsvarende lave. Innkjøpsordninga for ny norsk sakprosa for barn og unge gjør det mulig for forlagene å gi ut kvalitetssikra, ikke-kommersiell litteratur. Ordninga har ikke ført til noen drastisk økning i utgivelsene, men ei jevn tilstrømming av titler til folkebibliotekene. Målgruppa hever sjelden stemmen i det offentlige rom, men det er talende at en drøy halvpart av de innkjøpte titlene fra 1996 fortsatt er i omløp i bibliotekene tjue år seinere. Dermed kan det sies at INSB har oppfylt mandatet sitt, slik det beskrives i retningslinjene. Ny norsk sakprosa blir skapt, utgitt, spredt og lest, til tross for at dimensjonene ikke nødvendigvis øker.","https://www.duo.uio.no/handle/10852/52342","","","",1,"[""forlagsbransjen"",""humaniora"",""kulturpolitikk"",""litteraturpolitikk"",""litteratursosiologi"",""sakprosaanalyse"",""barn og unge""]",NULL,NULL
1638,17,"2013","Vetenskaplighet och anställningsbarhet, om hur den akademiska skrivundervisningens paradox kan hanteras","noart1400552499","","Article","","5","","","1891-5108","","Sakprosa","","2","","","","","Den högre utbildningen, och då inte minst undervisningen i akademiskt skrivande, står inför en stor utmaning, nämligen att försöka lösa två till synes motstridiga uppgifter: att se till att studenterna klarar högskolans utbildningsmål, som t.ex. att kunna skriva ett självständigt arbete/examensarbete, och att förbereda dem för det moderna arbetslivets mångskiftande krav på den skrivna kommunikationens område. I artikeln argumenterar jag för att det går att förena dessa båda uppgifter, och jag ger också ett exempel på och diskuterar hur det skulle kunna gå till. Centralt är bland annat att varje ämnesdisciplin utformar sin egen variant av skrivundervisning, att skrivkompetens ses som en förhållandevis komplex uppsättning av kunskaper och färdigheter samt att skrivundervisningen bedrivs på ett explicit och genomskinligt sätt så att studenterna ges möjlighet att tillägna sig ett metaperspektiv på skrivande.","https://www.journals.uio.no/index.php/sakprosa/article/view/434","10.5617/sakprosa.434","","1-18",1,"[""akademisk skriving"",""didaktikk"",""metode"",""pedagogikk"",""sakprosateori"",""skole og utdanning"",""skriftkultur"",""skriving"",""fagskriving"",""eksamenstekster"",""kunnskapsformidling""]",NULL,NULL
1639,17,"2013","""Att skriva avtal är att förutse problem"", medierad diskursanalys som metod för att studera bolagsjuristers textbruk","noart1400552498","","Article","","5","","","1891-5108","","Sakprosa","","2","","","","","Att texter är centrala i juridisk verksamhet är välkänt. Här fokuseras avtalstexter och avtalsprocesser i bolagsjuristers yrkesverksamhet, men även juristers övergripande kompetenser beskrivs i termer av medierande redskap/handlingar. Den teoretiska ramen är nyvygotskianism, varur Mediated Discourse Analysis används som analysmetod.","https://www.journals.uio.no/index.php/sakprosa/article/view/436","10.5617/sakprosa.436","","1-34",1,"[""diskursanalyse"",""flerstemmighet"",""intertekstualitet"",""juss og rettsvesen"",""næringsliv"",""organisasjoner"",""sakprosaanalyse"",""strategisk og kommunikativt språk"",""språkhandling""]",NULL,NULL
1640,17,"2014","Vad räknas som belägg för skrivförmåga?, ett textkulturellt perspektiv på skrivuppgifter i den svenska gymnasieskolans nationella prov","noart1400556178","","Article","","6","","","1891-5108","","Sakprosa [elektronisk ressurs]","","1","","","","","I den här artikeln undersöks skrivuppgifter ur svenskämnets nationella prov 2007-2012. Syftet är att rekonstruera några drag i den konkretisering av begreppet skrivförmåga som proven ger uttryck för. För detta parar jag testteorins begrepp konstrukt och måldomän med en textteoretisk/sociokulturell ansats på skrivande. Det innebär att jag undersöker vilka idealtypiska medieringar som räknas som belägg för skrivförmåga (dvs  ges textvärde) i provkonstruktionen. Skrivuppgifterna analyseras utifrån dimensionerna tema, inre struktur, och grundläggande skrivhandling, vilka kombinerat med övrig information (tänkt publikationsforum, frivillighet etc.) renderar i synteser i form av skribentroller. Analysen visar att provkonstruktionen aktualiserar fyra distinkta och återkommande uppgiftstyper. Utifrån dessa resultat rekonstruerar jag provets måldomän(-er), och diskuterar provens förutsättningar för validitet utifrån å ena sidan skrivteoretiska ståndpunkter, och å andra sidan de fastlagda kursmålen.","https://www.journals.uio.no/index.php/sakprosa/article/view/686","10.5617/sakprosa.686","","1-34",1,"[""didaktikk"",""metode"",""skole og utdanning"",""skriftkultur"",""skriving"",""språksosiologi"",""tekstnormer"",""tekstvitenskap"",""allmenn dannelse"",""humaniora i skolen"",""vurdering for læring"",""nasjonale prøver""]",NULL,NULL
